id,title,content,source_url,major_category,middle_category,supplier_name,amount,currency,province,city,contact_name,email,phone_number,event_time,min_order,unit,supplier_address,created_at,updated_at
1,强森 冷挤压钢筋套筒 45号钢内外直螺纹建筑钢筋连接套筒 钢筋接头,产品特性：45#钢; 表面处理 抛光; 公称直径 37; 长度 62mm; 适用范围 建筑配件。,https://b2b.baidu.com/land?id=d0933c02cd2359412983d19f157b910110,手动工具,套筒,邯郸市强森紧固件制造有限公司,0.62,人民币:元,河北省,邯郸市,武云飞,1203110876@qq.com,13131027275,2025-07-22,1.0,件起,河北省邯郸市永年区飞宇螺丝大世界8排B19,2026-07-28 15:09:27,2026-08-04 11:02:28
3487,艺彩天花软膜，大型商场，灯箱定制，喇叭柱子百变造型,产品特性：聚乙烯; 颜色 白色; 透光率 75％; 表面涂层 聚乙烯; 加工定制 是。,https://b2b.baidu.com/land?id=f7a5356d936e7ad1080d83243b7f008410,广告/展览器材,灯箱,济南艺彩装饰工程有限公司,35.00,人民币:元,山东省,济南市,董世全,705309892@qq.com,15098800199,2025-07-22,2.0,平方米,山东省济南市槐荫区腊山南苑-一区腊山南苑一区6号楼，801,2026-07-28 15:09:27,2026-08-04 11:02:28
3488,大学校区耐候钢板幕墙钢灯箱雕刻加工施工外墙挂板上门安装耐久,产品特性：耐候; 功能 耐久性; 花色 按需定制; 装饰风格 复古; 工艺 焊接加工。,https://b2b.baidu.com/land?id=6d4b7270bb7475d71357a5a216cc535d10,广告/展览器材,灯箱,杭州耐候钢铁贸易有限公司,4235.00,人民币:元,浙江省,杭州市,石经理,614988429@qq.com,15088772915,2025-07-22,1.0,吨,浙江省杭州市萧山区新塘街道1688号,2026-07-28 15:09:27,2026-08-04 11:02:28
3489,厂家定制款智能候车亭不锈钢公交站台电子站牌灯箱户外候车厅,产品特性：钢材; 颜色 可定制; 造型 可定制; 产品名称 智能候车亭; 产品型号 JSHY-001。,https://b2b.baidu.com/land?id=d3bdcf9e4a014505df4ba4b0800a73aa10,广告/展览器材,灯箱,江苏合一城市公共设施有限公司,99.00,人民币:元,江苏省,宿迁市,高经理,2455771495@qq.com,18136312833,2025-07-22,1.0,件起,江苏省宿迁市宿豫区江苏省宿迁国家高新技术产业开发区嘉陵江路8号,2026-07-28 15:09:27,2026-08-04 11:02:28
3490,江 西景德镇 灯具灯箱面板彩色耐力板实心板PC板 按需加工 永兴骏 y,产品特性：可加工 是; 隔音性能 优良; 材质 聚碳酸酯; 吸水率 0.22％; 层数 实心。,https://b2b.baidu.com/land?id=badea320a2788c51c9123811056b413510,广告/展览器材,灯箱,佛山市永兴骏业建材科技有限公司,15.00,人民币:元,佛山市,佛山市,甘经理,junye0757@126.com,13929108763,2025-07-22,1.0,平方米,佛山市顺德区乐从镇广东乐从钢铁世界不锈钢A区仓储一路40号、42号（住所申报）,2026-07-28 15:09:27,2026-08-04 11:02:28
3491,氙灯光源系统 CEL-PF300-T9 电源与灯箱一体成型 中教金源,产品特性：中教金源; 电压 220V; 使用寿命 >1000H 极限6000Hh; 电流 21A; 加工定制 是,https://b2b.baidu.com/land?id=8fa0ac639f5939a3c1b6720c6839fe8410,广告/展览器材,灯箱,北京中教金源科技有限公司,4.00,人民币:元,,,赵国辉,871625802@qq.com,13522710426,2025-07-22,1.0,个,科兴路7号丰台科创中心401室,2026-07-28 15:09:27,2026-08-04 11:02:28
3492,衡誉 宣传栏 校园公务栏广告灯箱生产厂家批发 制作质量保证支持定制,产品特性：方式 落地式; 是否支持加工定制 是; 材质 不锈钢; 产品外型 定制; 电耗 120KW/h。,https://b2b.baidu.com/land?id=20cd11df5733aaf48321767a7cc1841310,广告/展览器材,灯箱,江苏衡誉公共设施有限公司,750.00,人民币:元,江苏省,徐州市,吴经理,1569674000@qq.com,15951355330,2025-07-22,1.0,套,江苏省徐州市贾汪区彭庄村,2026-07-28 15:09:27,2026-08-04 11:02:28
3493,停车场标识牌墙面指示牌车库导视牌广告灯箱入口引导牌定制厂家,"产品特性：温馨提示; 主要销售地区 非洲,欧洲,南亚,东南亚,南美洲,东北亚,中东,北美洲,亚洲,大洋洲; 三级自动保护 无; 连接件 不锈钢/方通; 规格型号 3。",https://b2b.baidu.com/land?id=a68526ef3cd46203627fd45c4bb345d910,广告/展览器材,灯箱,上海视研装饰工程有限公司,7.72,人民币:元,上海市,上海市,金总,sung_kim@dkschina.com,13817783866,2025-07-22,1.0,米,上海市嘉定区上海视研装饰工程有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3494,人气候车亭智能电子站牌报站系统公交站台设计招呼站灯箱生产厂家,产品特性：镀锌板; 颜色 多色定制; 造型 简约; 型号 AERT-80; 是否组装 是。,https://b2b.baidu.com/land?id=56a4608c4d0d28db15a695c40deb8fc910,广告/展览器材,灯箱,江苏奥尔特广告设备有限公司,1320.00,人民币:元,江苏省,宿迁市,姜萍,2261097718@qq.com,18082306169,2025-07-22,1.0,米,江苏省宿迁市宿豫区峨眉山路88号江苏奥尔特广告设备有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3495,汇慧广告精美LED灯箱 响应迅速 宣传指示好帮手 五星服务,产品特性：汇慧广告; 工艺 灯箱; 加工定制 是; 颜色 多色可按需定制; 星级服务 五星。,https://b2b.baidu.com/land?id=ff0dc1eb7ad181e2eeee35f0b32de06b10,广告/展览器材,灯箱,上海汇慧广告有限公司,88.00,人民币:元,上海市,上海市,孙兆武,hhgg1208@163.com,13022168317,2025-07-22,1.0,件,上海市宝山区上海汇慧广告有限公司C区1号,2026-07-28 15:09:27,2026-08-04 11:02:28
3496,安博朗 亚克力板有机玻璃盒子酒水牌展示架制品定制加工,产品特性：通用包装; 工艺 机加工; 加印LOGO 可以; 加工定制 是; 耐冲击性 通用包装。,https://b2b.baidu.com/land?id=4971a2aba786b95fbd25800eab5bf43f10,广告/展览器材,展示架,安博朗塑胶科技（上海）有限公司,27.00,人民币:元,上海市,上海市,朱茂才,13564301686@163.com,13564301686,2025-07-22,1000.0,个,上海市奉贤区奉贤区金汇工业路1689号,2026-07-28 15:09:27,2026-08-04 11:02:28
3497,重型货架 物流储存架 加厚多层横梁式中型五金展示架,产品特性：定制 是; 是否进口 否; 产地 四川; 功能用途 货物存储大型仓库车间; 适用范围 大型仓库车间。,https://b2b.baidu.com/land?id=37b44748215b7051ec171ac73925caab10,广告/展览器材,展示架,四川鑫品汇智能装备科技有限公司,288.00,人民币:元,四川省,绵阳市,魏建平,260723368@qq.com,15228336758,2025-07-22,1.0,件,四川省绵阳市,2026-07-28 15:09:27,2026-08-04 11:02:28
3498,智能挂画密集架 定制图纸展示架 油画储存密集柜 超大空间 书画存储柜,产品特性：900*530*2300; 门数 6; 颜色 灰白色; 自重 20; 开启方式 智能。,https://b2b.baidu.com/land?id=7e28c4d80f50ee38f5eb32721153ab2510,广告/展览器材,展示架,河北金虎柜业有限公司,310.00,人民币:元,河北省,衡水市,赵经理,514537971@qq.com,15373723999,2025-07-22,1.0,组,河北省衡水市武邑县河北金虎柜业有限公司4区3号,2026-07-28 15:09:27,2026-08-04 11:02:28
3499,仓储超市 果蔬生鲜货架 顺宏 水果展示架 支持定制,产品特性：超市货架; 材质 钢; 类别 仓储货架; 是否定制 是; 是否进口 否。,https://b2b.baidu.com/land?id=ec87dfa17ffbfb4ff8def5ac265792a810,广告/展览器材,展示架,河南顺宏仓储设备有限公司,350.00,人民币:元,河南省,开封市,李经理,shunhong1260@126.com,13683619292,2025-07-22,1.0,套,河南省开封市兰考县产业集聚区航海路09号,2026-07-28 15:09:27,2026-08-04 11:02:28
3500,美诚铝业机电展示架-铝型材框架定制-可上门安装,产品特性：美诚铝业; 牌号 6063-T5; 规格尺寸 40*80可定制; 贸易属性 内贸; 表面处理 阳极氧化。,https://b2b.baidu.com/land?id=21de2c15e35ed15212dd6b4a95f4922d10,广告/展览器材,展示架,南京美诚铝业科技有限公司,300.00,人民币:元,江苏省,南京市,岳露,sales@mc-ly.com,18061239623,2025-07-22,1.0,台,江苏省南京市江宁区南京美诚铝业科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3501,304不锈钢红酒柜架子展示架 轻奢酒窖嵌入式恒湿恒温 定制酒柜,产品特性：按需定制; 是否进口 否; 风格 现代; 适用范围 酒店，别墅，会所等; 厚度 可以定做。,https://b2b.baidu.com/land?id=68c689c77cab38e8398f81ce53b309aa10,广告/展览器材,展示架,佛山市金骏宝不锈钢有限公司,2200.00,人民币:元,广东省,佛山市,严升娣,1945989733@qq.com,13106674202,2025-07-22,1.0,台,广东省佛山市顺德区佛山力源不锈钢C区5座1A号,2026-07-28 15:09:27,2026-08-04 11:02:28
3502,药店便利店展示架精品单双面超市货架强鹏定制出售,产品特性：强鹏金属货架; 是否支持加工定制 是; 是否进口 否; 层高 20cm; 层数 5。,https://b2b.baidu.com/land?id=5ff6829e579679305cf8d87b3de2e71710,广告/展览器材,展示架,河北强鹏金属制品销售有限公司,300.00,人民币:元,河北省,石家庄市,路经理,,15131638088,2025-07-22,10.0,个,河北省石家庄市新华区河北强鹏货架厂学府路168号,2026-07-28 15:09:27,2026-08-04 11:02:28
3503,昕捷亚克力产品展示架商店产品展架多种款式可定logo丝印VU打印,产品特性：定制mm; 工艺 雕刻; 厚度 3mm; 形态 片状; 颜色 透明/多颜色。,https://b2b.baidu.com/land?id=ef03c070eafeac1392f86a9543d8a94110,广告/展览器材,展示架,上海昕捷建材有限公司,12.60,人民币:元,上海市,上海市,李先生,shxjpc@126.com,18217509869,2025-07-22,1.0,件,上海市奉贤区上海电器行业协会南桥路865号,2026-07-28 15:09:27,2026-08-04 11:02:28
3504,方形展示架配重块 铸铁防锈底座 商场展柜稳固配件 支持定制 规格齐全,产品特性：DS-; 包装 编带; 零件状态 在售; 规格尺寸 330*287*40mm; 产品材质 塑胶+水泥沙。,https://b2b.baidu.com/land?id=7d6b426182ab44454b9297e1856f14b710,广告/展览器材,展示架,佛山市三水区西南街大森塑料五金厂,1.00,人民币:元,佛山市,佛山市,徐,48153465@qq.com,13928692986,2025-07-22,1000.0,个,佛山市三水区西南街河口木棉李家村,2026-07-28 15:09:27,2026-08-04 11:02:28
3505,公园防腐木花架 碳化木植物攀爬葡萄架 遮阴休息 可私人定制,产品特性：松之阁防腐木; 层数 定制; 使用形式 落地式; 特性 防腐木; 颜色 定制。,https://b2b.baidu.com/land?id=1fb6186e8c7faf8d85edf1bc1a09eeaf10,广告/展览器材,展示架,河南松之阁防腐木有限公司,730.00,人民币:元,河南省,郑州市,韩总,13916643591@139.com,13916643591,2025-07-22,3.0,米,河南省郑州市中牟县郑东名筑-A栋河南省郑州市郑东新区白沙镇前程村西、220国道南郑东名筑A座1单元317室,2026-07-28 15:09:27,2026-08-04 11:02:28
3506,货架层网 重型镀锌铁丝网片展示架网 供应不锈钢网格,产品特性：1m; 孔径 50mm*50mm; 丝径 5mm; 材料 低碳钢丝; 目数 50。,https://b2b.baidu.com/land?id=0c1e43222af14bff173433f4589385d910,广告/展览器材,展示架,安平县鼎久金属丝网制品有限公司,4.50,人民币:元,河北省,衡水市,刘欣,2656037113@qq.com,13932837670,2025-07-22,1.0,个,河北省衡水市安平县南候疃村,2026-07-28 15:09:27,2026-08-04 11:02:28
3507,穿梭式 重型立体穿梭车货架 商品展示架 仓储专用架 支持定制,产品特性：四川; 型号 齐全; 材质 多种; 类别 仓储设备; 产品特性 抗腐蚀性强。,https://b2b.baidu.com/land?id=a0dbaa75f87e08b57b460ec865b54f5a10,广告/展览器材,展示架,四川创享智能仓储设备有限公司,888.00,人民币:元,四川资阳市,四川资阳市,黄利,767974047@gq.com,15196814440,2025-07-22,1.0,件,四川资阳市,2026-07-28 15:09:27,2026-08-04 11:02:28
3508,时杰广告制作 化妆品展示架 商场护肤品陈列架 造型美观 重量较轻,产品特性：结构 层格式; 适用场景 超市商场; 附加功能 可移动; 层数 3层; 适合行业 美发护肤。,https://b2b.baidu.com/land?id=b255134a0de9d127c53e4459b1be70c010,广告/展览器材,展示架,上海时杰广告制作有限公司,55.00,人民币:元,上海市,上海市,李成福,477644780@qq.com,15821569923,2025-07-22,1.0,件,上海市奉贤区泰叶路159弄33号,2026-07-28 15:09:27,2026-08-04 11:02:28
3509,鸿泰钢制图书馆档案架期刊架 报刊架取阅方便 展示商品 传达信息,产品特性：5层; 柜子类型 期刊架; 使用范围 档案室; 颜色 灰白色; 服务 一站式服务。,https://b2b.baidu.com/land?id=08519dae33021e4487f081bed6a883b710,广告/展览器材,展示架,河北鑫泉柜业有限公司,390.00,人民币:元,河北省,衡水市,韩经理,347519917@qq.com,15531835988,2025-07-22,50.0,套,河北省衡水市武邑县大白塔村1688号,2026-07-28 15:09:27,2026-08-04 11:02:28
3510,天知几 火箭发射架模型 可定多种规格 军事演-习沙盘制作 安全耐用,产品特性：电动 根据客户要求定制; 是否静态模型 根据客户要求定制; 是否环保 是; 设计制作内容 军事飞机，导弹，战斗机，航母，火箭，坦克，等模型制作; 是否终身维护 是。,https://b2b.baidu.com/land?id=468c6709ee86967996ca03bebcd8fb4410,广告/展览器材,展示架,北京天知几展览展示有限公司,1000.00,人民币:元,北京市,北京市,谢总,xiehe83@163.com,18519191636,2025-07-22,1.0,套,北京市房山区北京靓妃传媒文化有限公司-西门6号1-4楼,2026-07-28 15:09:27,2026-08-04 11:02:28
3511,九铭金属 316不锈钢板 货物展示架 非标件激光加工 来图定制,产品特性：河北; 加工周期 1-7天; 执行标准 国标/非标; 规格 来图定制; 原材料 201 304 316不锈钢/钢板等。,https://b2b.baidu.com/land?id=4b3152331958c701006740e1a552edc910,广告/展览器材,展示架,石家庄九铭金属制品有限公司,120.00,人民币:元,河北省,石家庄市,李经理,434882555@qq.com,13603118838,2025-07-22,10.0,件,河北省石家庄市新华区利得铝材市场三区48-62号,2026-07-28 15:09:27,2026-08-04 11:02:28
3512,博利雅 仓储货架定制厂家 仓库 库房 器材展示架 商家服务专业,产品特性：可定制; 材质 冷轧钢; 类别 重型货架; 是否定制 是; 是否进口 否。,https://b2b.baidu.com/land?id=f963eb373c615964a3acef9543e0144e10,广告/展览器材,展示架,东莞市博利雅仓储设备制造有限公司,200.00,人民币:元,广东省,东莞市,徐贺涛,steelhoof@qq.com,13794825380,2025-07-22,1.0,套,广东省东莞市东莞市博利雅仓储设备制造有限公司塔洲中路3号,2026-07-28 15:09:27,2026-08-04 11:02:28
3513,旋转灯箱 户外立式落地可移动广告牌 方形亚克力LED展示架 多层组合,产品特性：尺寸 40*40*188; 画面组合 灯箱片+高清写真; 透光率 92％; 使用场所 商场; 连接件 螺丝紧固。,https://b2b.baidu.com/land?id=dfca0ac57446990d7118c7235950a6b910,广告/展览器材,展示架,泰安高新区画王广告传媒服务中心,920.00,人民币:元,山东省,泰安市,李经理,3891884756@qq.com,13468078638,2025-07-22,1.0,套,山东省泰安市泰山区画王灯箱,2026-07-28 15:09:27,2026-08-04 11:02:28
3514,亚克力加工 亚克力制品 储物柜分层展示架 不易刮伤 臻诚,产品特性：透明 磨砂 及其他色可选; 透光率 95; 产品名称 亚克力精密加工; 原料 亚克力PMMA; 工艺 亚克力切割 热弯 粘结。,https://b2b.baidu.com/land?id=27b79cd67081c3efcc71fe80d8a5586710,广告/展览器材,展示架,天津臻诚科技有限公司,200.00,人民币:元,天津市,天津市,闫经理,3093168912@qq.com,18526256331,2025-07-22,1.0,件,天津市天津武清区老米店六区7号,2026-07-28 15:09:27,2026-08-04 11:02:28
3515,抽画灯箱反射反光膜，展示架高亮白色不透明反射纸,产品特性：高; 分辨率 99; 显示方式 反射; 安装方式 底部; 加工定制 是。,https://b2b.baidu.com/land?id=36096d0d352be3b82bbf4e421bf639c310,广告/展览器材,展示架,东莞市神科光电有限公司,1.60,人民币:元,广东省,东莞市,何秀,yeyi@shenkegd.com,13423328631,2025-07-22,100.0,个,广东省东莞市东莞市神科光电有限公司左栋,2026-07-28 15:09:27,2026-08-04 11:02:28
3516,不锈钢冲孔板室内室外装饰洞洞板过滤筛网上墙圆孔展示架冲孔网,产品特性：支持加工定制 是; 板厚 2㎜-20㎜; 材料 不锈钢304、镀锌板、铝板等; 刀宽 10mm; 孔径 4mm。,https://b2b.baidu.com/land?id=2ac3ea849ef6145d7fafb075b17d1fc410,广告/展览器材,展示架,青岛得杰机电科技有限公司,10.00,人民币:元,山东省,青岛市,杨国辉,670901229@qq.com,15966806811,2025-07-22,1.0,平方米,山东省青岛市李沧区苏宁广场b座1603,2026-07-28 15:09:27,2026-08-04 11:02:28
3517,工厂中型重型货架子 储物库房仓库铁置物架展示架定制批发仓储货架,产品特性：时通; 规格 可定制; 是否定制 是; 是否进口 否; 产地 上海。,https://b2b.baidu.com/land?id=c255395f450fd640444859084997481810,广告/展览器材,展示架,上海时通货架有限公司,300.00,人民币:元,上海市,上海市,卿经理,3274350944@qq.com,15317681506,2025-07-22,1.0,件,上海市奉贤区上海时通货架有限公司（奉贤区奉永路388号D幢）,2026-07-28 15:09:27,2026-08-04 11:02:28
3518,衡誉广告宣传栏 支持定制 户外社区 企业景区学校消防报栏展示架,产品特性：支持加工定制 是; 材质 不锈钢; 产品外型 定制; 电耗 120KW/h; 工艺 激光切割、折弯、焊接、打磨、。,https://b2b.baidu.com/land?id=1830c6d823b686b6bf2453af3e60481110,广告/展览器材,展示架,江苏衡誉公共设施有限公司,115.00,人民币:元,江苏省,徐州市,吴经理,1569674000@qq.com,15951355330,2025-07-22,1.0,个,江苏省徐州市贾汪区彭庄村,2026-07-28 15:09:27,2026-08-04 11:02:28
3519,亚克力展示盒陈列架板材有机玻璃 灯箱 化妆品香水展架 厂家支持定制,产品特性：折弯，粘结g/m²; 耐冲击性 好; 颜色 透明; 用途 展示柜 展架 手办柜; 加工定制 是。,https://b2b.baidu.com/land?id=d68cc301e737ee0f072280c8892e663c10,广告/展览器材,展示架,苏州九邦工艺展示制品有限公司,9.00,人民币:元,江苏省,苏州市,薛经理,969867842@qq.com,18013795559,2025-07-22,1.0,件,江苏省苏州市,2026-07-28 15:09:27,2026-08-04 11:02:28
3520,连锁店餐饮酒店熟食烘培金属标签夹超市价牌标价牌来伊份展示广夹,产品特性：华彻; 颜色 黑色; 是否进口 否; 加工定制 否; 规格 小圆底。,https://b2b.baidu.com/land?id=6778637fd5ca581363d6f03b1656acd710,广告/展览器材,展示架,华彻精密机械（上海）有限公司,4.80,人民币:元,上海市,上海市,杨经理,316752237@qq.com,13331855552,2025-07-22,1.0,个,上海市奉贤区金海公路2898弄1-193号31幢1号楼1009室,2026-07-28 15:09:27,2026-08-04 11:02:28
3521,超市调味品瓦楞纸展示架 日用品陈列架 定制LOGO促销道具 批量采购,产品特性：结构 层格式; 高度 1000cm; 适用场景 文具用品店; 附加功能 可折叠; 展架款式 上墙可调节展架。,https://b2b.baidu.com/land?id=3e5c24158823cbe900ab255a3ff7c11510,广告/展览器材,展示架,佛山市南海区官窑甫坚印刷厂,28.00,人民币:元,广东省,佛山市,黄,396815180@qq.com,18138333717,2025-07-22,1.0,套,广东省佛山市南海区佛山市官窑甫坚彩印厂,2026-07-28 15:09:27,2026-08-04 11:02:28
3522,简尚展柜工厂量身定做高端时尚珠宝展示柜 欢迎致电,产品特性：简尚; 工艺 简尚; 尺寸 可定制; 颜色 多种; 加工定制 是。,https://b2b.baidu.com/land?id=b49f5c0ac6577c27edf500a5b7fc067510,广告/展览器材,展示架,上海简尚展览展示有限公司,1300.00,人民币:元,上海市,上海市,李经理,David_zhu@shjans.com,18930037219,2025-07-22,1.0,件,上海市奉贤区上海简尚展览展示有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3523,户外遮阳电动推拉篷 大型加固户外展览展会帐篷,产品特性：方式 手动; 形状 弧形顶; 颜色 可定制; 用途范围 厂房通道 临时仓储; 帐篷结构 镀锌管材。,https://b2b.baidu.com/land?id=ad7b42ad3cff171e4d5f49cf27aac8bc10,广告/展览器材,展览帐篷,山东乔华建筑工程有限公司,40.00,人民币:元,山东省,聊城市,段经理,544241995@qq.com,15376850801,2025-07-22,55.0,平方米,山东省聊城市东昌府区刁庄村刁庄村93号,2026-07-28 15:09:27,2026-08-04 11:02:28
3524,定制大型棚房 发货快 物流送货上门 抗震性能好 周到服务,产品特性：性 强; 发货地 辽宁; 坚固度 强; 风格功能 中、欧、德式; 适用人数 100人以上。,https://b2b.baidu.com/land?id=eee5d219a906459a8ba8275d1e849e2e10,广告/展览器材,展览帐篷,沈阳星跃帐篷有限公司,2230.00,人民币:元,辽宁省,沈阳市,王经理,,15712445683,2025-07-22,1.0,套,辽宁省沈阳市浑南区长青南街18-12-2号（5门）,2026-07-28 15:09:27,2026-08-04 11:02:28
3525,万美led大屏幕租赁公司 帐篷桌椅租赁摆放 高清电视出租 演出策划,产品特性：万美展览; 设计内容 展厅制作/展台搭建/会义布展; 工厂面积 3000平方; 价格 面议/电话沟通（一手资源）; 舞台搭建 1000平方。,https://b2b.baidu.com/land?id=bb4d87c5ae8e23f736fd64ca3a6d470210,广告/展览器材,展览帐篷,昆明万美展览有限公司,660.00,人民币:元,云南省,昆明市,董总,280505345@qq.com,18725120688,2025-07-22,1.0,平方米,云南省昆明市官渡区福保村,2026-07-28 15:09:27,2026-08-04 11:02:28
3526,户外商业展览活动通道篷房 大型体育赛事安检通道帐篷,产品特性：支持加工定制 是; 适用人数 100以上; 颜色 可定制; 帐篷结构 铝合金结构; 篷布材质 PVC刀刮涂层布。,https://b2b.baidu.com/land?id=83c5ec15fc834ced14d382341c6d47b210,广告/展览器材,展览帐篷,广东速派装配式结构科技有限公司,125.00,人民币:元,广东省,云浮市,朱春景,19925597307@163.com,19925597307,2025-07-22,1.0,平方米,广东省云浮市新兴县广东速派科技有限公司万洋大道9号速派科技园,2026-07-28 15:09:27,2026-08-04 11:02:28
3527,遮阳活动展览帐篷 3*3定制户外折叠帐篷 四角摆摊帐篷,产品特性：支持加工定制 是; 底帐防水系数 3000mm; 适用人数 3-6; 颜色 蓝色  红色; 帐篷结构 单层帐。,https://b2b.baidu.com/land?id=6a67ee419f4f5b1ab0cf2ccc52637a4f10,广告/展览器材,展览帐篷,河北佳有鼎科技有限公司,190.00,人民币:元,河北省,衡水市,闫俊巧,2271900219@qq.com,15201050184,2025-07-22,1.0,顶,河北省衡水市冀州区河北佳有鼎科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3528,婚庆篷房搭建 户外帐篷出租 体育赛事 展览展会大棚租赁 抗风性能好,产品特性：英达宏业; 颜色 可选; 产品分类 桌椅板凳 沙发茶几 帐篷围挡等; 适用场所 会展 年会 婚庆等场所; 货源 充足。,https://b2b.baidu.com/land?id=7b8124cdaad92cebdb9f8dd6ec188f8510,广告/展览器材,展览帐篷,北京英达宏业家具有限公司,30.00,人民币:元,北京市,北京市,周经理,731451187@qq.com,18600133371,2025-07-22,1.0,件,北京市怀柔区迎宾南路11号五幢二层2213室,2026-07-28 15:09:27,2026-08-04 11:02:28
3529,定做悬空伸缩推拉篷 电动遮掩保暖蓬 推拉模式 莲都,产品特性：索腾; 产品特性 环保美观; 加工定制 是; 撑杆材质 Q235镀锌钢管; 规格 3*6*3。,https://b2b.baidu.com/land?id=d51a553f853d2f96e708fc43f2e14eec10,广告/展览器材,展览帐篷,河南索腾钢结构有限公司,46.00,人民币:元,河南省,郑州市,朱小姐,henansuoteng@163.com,13380985162,2025-07-22,10.0,平方米,河南省郑州市管城回族区河南自贸试验区建正东方中心,2026-07-28 15:09:27,2026-08-04 11:02:28
3530,仓库棚 伸缩推拉雨棚 大型加固户外展览展会帐篷 可上门安装,产品特性：蓝色、绿色、红色、灰色、白色; 款式 推拉式; 形状 弧形顶; 用途 室外遮阳 遮雨; 开启方式 手动、电动。,https://b2b.baidu.com/land?id=19a0912b5763eb72a598c4d9b9aede6c10,广告/展览器材,展览帐篷,天津市中盛雨蓬科技有限公司,2400.00,人民币:元,天津市,天津市,欧阳,875299902@qq.com,13821508180,2025-07-22,1.0,套,天津市武清区天津庆材混凝土制品有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3531,定制户外雨棚50管铝合金帐篷伸缩遮阳篷布四角防雨蓬会展展览广告,产品特性：方式 手动; 款式 50管菱形铝合金帐篷布顶; 使用范围 学校、户外作业、会展展览、旅游休闲等; 适用人数 6-8; 形状 三角尖顶。,https://b2b.baidu.com/land?id=b7bd704594a9b4d93250ae01bf6bd6a310,广告/展览器材,展览帐篷,佛山市朗誉户外用品有限公司,180.00,人民币:元,广东省,佛山市,黄海珍,314839827@qq.com,13926473786,2025-07-22,1.0,件,广东省佛山市顺德区新建北街二巷4号,2026-07-28 15:09:27,2026-08-04 11:02:28
3532,可移动篷房厂家 欧式展览帐篷 户外活动大棚 可反复拆搭,产品特性：支持加工定制 是; 风格功能 防雨防晒 搭建灵活; 适用人数 500; 颜色 白色; 帐篷结构 高强度铝合金。,https://b2b.baidu.com/land?id=6cef252c6d59b2c26ccd6deef8af1cd510,广告/展览器材,展览帐篷,高山气膜技术（沈阳）有限公司,45.00,人民币:元,辽宁省,沈阳市,陈经理,chenying@gstent.com,18240299700,2025-07-22,1.0,平方米,辽宁省沈阳市辽中区高山气膜技术(沈阳)有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3533,苏博瑞展览篷房人字形帐篷定制现代简约生产厂家,产品特性：卖地 全国; 产品类型 篷房; 适用范围 户外临时活动; 尺寸 3-50米宽; 经营方式 自营。,https://b2b.baidu.com/land?id=27ed9f30be1bba1dd6358c2199a5fc1510,广告/展览器材,展览帐篷,常州苏博瑞篷房有限公司,170.00,人民币:元,江苏省,常州市,徐经理,291628620@qq.com,13775054715,2025-07-22,1.0,平方米,江苏省常州市武进区常州苏博瑞篷房有限公司洛阳镇岑村岑阳路29号,2026-07-28 15:09:27,2026-08-04 11:02:28
3534,广告折叠帐篷批发四角摆摊遮阳棚促销活动展览广告帐篷伞,产品特性：方式 电动/遥控/手动推拉; 款式 拉伸式/移动式; 使用范围 广场/公司/工厂/码头; 适用人数 多人; 形状 弧形。,https://b2b.baidu.com/land?id=3391f888db87178eb2e49b0d8a7b356c10,广告/展览器材,展览帐篷,山东磐佳钢结构工程有限公司,12.00,人民币:元,山东省,山东省,刘经理,940818541@qq.com,15854190121,2025-07-22,10.0,平方米,山东省聊城经济技术开发区北城街道东鲁村76号,2026-07-28 15:09:27,2026-08-04 11:02:28
3535,铝合金篷房厂家 展览展会帐篷 庆典活动大棚出租出售,产品特性：支持加工定制 是; 风格功能 拆搭灵活; 适用人数 100人以上; 颜色 白色; 帐篷结构 铝合金。,https://b2b.baidu.com/land?id=30a162ec4beea6bca6864833a4a1ec6e10,广告/展览器材,展览帐篷,高山篷房建筑科技(辽宁)有限公司,55.00,人民币:元,辽宁省,沈阳市,郭先生,452442@qq.com,13609824952,2025-07-22,300.0,平方米,辽宁省沈阳市辽中区高山篷房制造(沈阳)有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
3536,活动展览帐篷 四周封闭式活动棚 物料存放折叠篷 鑫建华,产品特性：灰色; 款式 活动雨棚; 形状 定制; 用途 仓储; 开启方式 推拉。,https://b2b.baidu.com/land?id=8c28416575bc45814403d5de9270269a10,广告/展览器材,展览帐篷,苏州市鑫玉建钢结构工程有限公司,40.00,人民币:元,江苏省,苏州市,雷小姐,2122237465@qq.com,18506176619,2025-07-22,1.0,平方米,江苏省苏州市相城区阳澄湖数字文化创意产业园3期,2026-07-28 15:09:27,2026-08-04 11:02:28
